Column,id,title,publication,date
107863,161370,"EPA Scientists’ Work May Face ’Case By Case’ Review By Trump Team, Official Says",NPR,2017-01-25T00:00:00Z
107870,161377,Trump Vows ’Big Border Tax’ For U.S. Manufacturers That Move Jobs Abroad,NPR,2017-01-25T00:00:00Z
107871,161380,Trump’s Suggested Import Tax Would Mean Americans Pay For That Wall,NPR,2017-01-26T00:00:00Z
107872,161381,Mexico’s President Cancels Planned Meeting With Trump,NPR,2017-01-26T00:00:00Z
107874,161383,Huge Federal Climate Enterprise At Stake As Trump Team Moves In,NPR,2017-01-26T00:00:00Z
107877,161387,The Merriam-Webster Dictionary Has Been Trolling Trump On Twitter For Months,NPR,2017-01-26T00:00:00Z
107881,161391,Trump: Chelsea Manning An ’Ungrateful Traitor’ For Criticizing Obama,NPR,2017-01-26T00:00:00Z
107901,161412,"Trump’s Press Conference With British Prime Minister, Annotated",NPR,2017-01-27T00:00:00Z
107902,161413,"After Canceling White House Visit, Peña Nieto Speaks To Trump By Phone",NPR,2017-01-27T00:00:00Z
107903,161414,Trump And Putin To Speak By Phone On Saturday,NPR,2017-01-27T00:00:00Z
107904,161415,"In Meeting With Trump, U.K. Prime Minister Pushes For Future Trade Deal",NPR,2017-01-27T00:00:00Z
107905,161416,"At Pentagon, Trump Declares His Aim Of ’Rebuilding’ The Military",NPR,2017-01-27T00:00:00Z
107906,161417,Donald Trump’s First Week As President: What’s Reality In The Show,NPR,2017-01-27T00:00:00Z
107912,161423,Trump’s Immigration Freeze Omits Those Linked To Deadly Attacks In U.S.  ,NPR,2017-01-27T00:00:00Z
107919,161431,Trump Reportedly Called National Park Service Over Inauguration Crowd Photos,NPR,2017-01-27T00:00:00Z
107920,161432,"President Trump’s Tweets In His First 100 Days, Annotated",NPR,2017-01-27T00:00:00Z
107929,161442,"Federal Judge Stays Deportations, Blocking Part Of Trump’s Immigration Order",NPR,2017-01-28T00:00:00Z
107930,161443,How Does Trump’s Immigration Freeze Square With His Business Interests? ,NPR,2017-01-28T00:00:00Z
107932,161445,Trump Refugee Ban Clashes With Faith-Based Groups’ Religious Missions,NPR,2017-01-27T00:00:00Z
107933,161447,Trump Signs A Record Number Of Executive Actions — But Nothing About Ethics,NPR,2017-01-28T00:00:00Z
107935,161451,"Anti-Abortion Rights, But Not Necessarily Pro-Trump At March For Life",NPR,2017-01-28T00:00:00Z
107939,161459,"As Trump Reboots Pipeline Expansion, An Unexpected Delay Emerges",NPR,2017-01-28T00:00:00Z
107943,161473,Of Courts And Confusion: Here’s The Reaction To Trump’s Immigration Freeze,NPR,2017-01-29T00:00:00Z
107944,161474,Tech Executives Fiercely Criticize Trump Immigration Order,NPR,2017-01-29T00:00:00Z
107945,161476,5 Questions About The Law And Trump’s Immigration Order,NPR,2017-01-29T00:00:00Z
107948,161480,"FACT CHECK: Trump’s Tweets On Christians, ISIS And Vetting Miss The Bigger Picture",NPR,2017-01-29T00:00:00Z
107949,161481,This Week In Trump’s ’Alternative Facts’ ,NPR,2017-01-29T00:00:00Z
107950,161483,"Ahead Of Trump’s First Jobs Report, A Look At His Remarks On The Numbers",NPR,2017-01-29T00:00:00Z
107953,161487,Trump Follows Mayor Bloomberg’s Ethics Steps; Critics Call That Inadequate,NPR,2017-01-29T00:00:00Z
107954,161488,"Trump’s Executive Order On Ethics Pulls Word For Word From Obama, Clinton",NPR,2017-01-28T00:00:00Z
107956,161490,Trump Speaks With Putin In Saturday Phone Call,NPR,2017-01-29T00:00:00Z
107958,161492,Trump’s Supreme Court Nominee Could Hear Case Affecting Trump Golf Courses,NPR,2017-01-29T00:00:00Z
107960,161499,"Obama Criticizes Trump’s Travel Ban, Says ’Values Are At Stake’",NPR,2017-01-30T00:00:00Z
107961,161501,"FACT CHECK: Spin Aside, Trump’s National Security Council Has A Very Big Change",NPR,2017-01-30T00:00:00Z
107963,161504,Is Today’s Google Doodle A Poke At The Trump Administration?,NPR,2017-01-30T00:00:00Z
