Column,id,title,publication,date
61572,83999,"Cruz accuses Trump of ’whining’ about delegate process, in feisty interview",Fox News,2016-04-19T00:00:00Z
61573,84000,Trump reportedly shakes up campaign ahead of big primaries,Fox News,2016-04-19T00:00:00Z
61574,84001,Report: Trump flying to campaign stops on expired plane registration,Fox News,2016-04-19T00:00:00Z
61575,84002,"Trump, Sanders, Cruz, Hillary and the real New York value -- chutzpah",Fox News,2016-04-18T00:00:00Z
61585,84013,"Turmoil grips conservative Schlafly organization, amid Trump-Cruz tensions",Fox News,2016-04-20T00:00:00Z
61586,84014,"A big win in N.Y., but Trump also needs to fight a culture war",Fox News,2016-04-20T00:00:00Z
61587,84015,"Clinton, Trump hold strong leads in Connecticut, poll finds",Fox News,2016-04-20T00:00:00Z
61606,84035,Cruz hits Trump for transgender remarks,Fox News,2016-04-21T00:00:00Z
61608,84037,Trump ’chalking’ prompts hand-wringing at Wisconsin campus,Fox News,2016-04-21T00:00:00Z
61618,84049,Fox News Poll:  Trump tops Cruz by eight points in Indiana,Fox News,2016-04-22T00:00:00Z
61619,84050,"Fox News Poll: Trump leads in California, Clinton-Sanders in close race",Fox News,2016-04-22T00:00:00Z
61622,84053,Starnes: Donald Trump is not a conservative,Fox News,2016-04-22T00:00:00Z
61624,84055,Trump surrogates say GOP front-runner ’projecting an image’ during primaries,Fox News,2016-04-21T00:00:00Z
61642,84076,"Trump adviser Manafort says ’changing the setting, not the candidate’",Fox News,2016-04-24T00:00:00Z
61660,84095,Trump completes 5-state sweep; Clinton beats Sanders in most Super Tuesday III contests,Fox News,2016-04-27T00:00:00Z
61662,84098,NY judge decides Trump University case going to trial,Fox News,2016-04-26T00:00:00Z
61665,84101,"After Trump’s sweep, does Cruz-Kasich Hail Mary have a prayer?",Fox News,2016-04-26T00:00:00Z
61666,84102,Four big takeaways from Trump’s ’Acela Primary’ triumph,Fox News,2016-04-27T00:00:00Z
61668,84104,Trump’s big sweep: Why a winner’s aura matters more than math,Fox News,2016-04-26T00:00:00Z
61669,84105,Megyn Kelly will interview Donald Trump on Fox TV special,Fox News,2016-04-25T00:00:00Z
61677,84114,"Boehner likes Trump, savages Cruz",Fox News,2016-04-28T00:00:00Z
61678,84115,Fox News town hall: Trump blasts Cruz-Fiorina ticket roll-out as ‘waste of time’,Fox News,2016-04-28T00:00:00Z
61680,84117,Judith Miller: It’s what was left unsaid in Trump’s speech that matters most ,Fox News,2016-04-27T00:00:00Z
61681,84118,"The coming Megyn Kelly/Donald Trump rematch, and what’s at stake",Fox News,2016-04-28T00:00:00Z
